date,symbol,open,high,low,close,adjusted_close,volume,source,daily_return,range_pct,sma_20,sma_50,volatility_20d
2010-01-04,NVDA,0.4627499878,0.4654999971,0.4527499974,0.4622499943,0.4232904017,800204000,yahoo_finance_backfill,,0.02758247671,,,
2010-01-05,NVDA,0.4605000019,0.4740000069,0.4605000019,0.4690000117,0.4294716418,728648000,yahoo_finance_backfill,0.01460252565,0.02878465813,,,
2010-01-06,NVDA,0.46875,0.47299999,0.4642499983,0.4720000029,0.4322187006,649168000,yahoo_finance_backfill,0.006396569563,0.01853811789,,,
2010-01-07,NVDA,0.4695000052,0.4715000093,0.4592500031,0.4627499878,0.4237481952,547792000,yahoo_finance_backfill,-0.0195974895,0.0264721913,,,
2010-01-08,NVDA,0.4589999914,0.4670000076,0.4562500119,0.4637500048,0.4246639609,478168000,yahoo_finance_backfill,0.002161030851,0.02318058348,,,
2010-01-11,NVDA,0.4662500024,0.4682500064,0.4507499933,0.457249999,0.4187119305,556612000,yahoo_finance_backfill,-0.01401618487,0.03827230867,,,
2010-01-12,NVDA,0.4505000114,0.4522500038,0.4322499931,0.44174999,0.4045182467,627432000,yahoo_finance_backfill,-0.03389832484,0.04527450176,,,
2010-01-13,NVDA,0.444750011,0.4492500126,0.4275000095,0.4477500021,0.4100124836,508868000,yahoo_finance_backfill,0.01358237065,0.0485762211,,,
2010-01-14,NVDA,0.4422500134,0.4454999864,0.43325001,0.4407500029,0.4036024213,608524000,yahoo_finance_backfill,-0.01563372232,0.02779348002,,,
2010-01-15,NVDA,0.4375,0.4412499964,0.4219999909,0.4277499914,0.3916981816,818192000,yahoo_finance_backfill,-0.02949520457,0.04500293603,,,
2010-01-19,NVDA,0.4244999886,0.4384999871,0.4232499897,0.4357500076,0.3990239799,545328000,yahoo_finance_backfill,0.0187025514,0.03499712481,,,
2010-01-20,NVDA,0.430249989,0.4357500076,0.4244999886,0.4339999855,0.3974213898,719728000,yahoo_finance_backfill,-0.004016114904,0.02592170363,,,
2010-01-21,NVDA,0.4337500036,0.4415000081,0.4222500026,0.4262500107,0.3903247714,608632000,yahoo_finance_backfill,-0.01785708539,0.04516130209,,,
2010-01-22,NVDA,0.4212499857,0.4289999902,0.4090000093,0.4115000069,0.3768178225,1067916000,yahoo_finance_backfill,-0.03460411362,0.04860262592,,,
2010-01-25,NVDA,0.4182499945,0.4264999926,0.4152500033,0.4185000062,0.3832277358,643676000,yahoo_finance_backfill,0.01701093362,0.02688169446,,,
2010-01-26,NVDA,0.4165000021,0.4192500114,0.4050000012,0.4052500129,0.3710945845,714636000,yahoo_finance_backfill,-0.03166067647,0.03516350338,,,
2010-01-27,NVDA,0.4050000012,0.417750001,0.4004999995,0.4162499905,0.3811674118,812504000,yahoo_finance_backfill,0.02714368229,0.04144144599,,,
2010-01-28,NVDA,0.4194999933,0.4210000038,0.3964999914,0.4022499919,0.3683473766,687764000,yahoo_finance_backfill,-0.03363363104,0.06090742795,,,
2010-01-29,NVDA,0.4067499936,0.4112499952,0.3787499964,0.3847500086,0.35232234,774700000,yahoo_finance_backfill,-0.04350524214,0.08447043034,,,
2010-02-01,NVDA,0.3862499893,0.4149999917,0.3829999864,0.4142499864,0.3793359697,949832000,yahoo_finance_backfill,0.07667310498,0.07724805395,0.4346874997,,
2010-02-02,NVDA,0.4127500057,0.4237500131,0.4115000069,0.4185000062,0.3832277358,849812000,yahoo_finance_backfill,0.01025955326,0.02927122107,0.4325000003,,0.02882658003
2010-02-03,NVDA,0.4147500098,0.4237500131,0.4127500057,0.4219999909,0.3864328265,562296000,yahoo_finance_backfill,0.008363165229,0.02606636881,0.4301499993,,0.028641345
2010-02-04,NVDA,0.4182499945,0.4182499945,0.3930000067,0.3975000083,0.3639976978,783480000,yahoo_finance_backfill,-0.05805683206,0.06352198056,0.4264249995,,0.03084677633
2010-02-05,NVDA,0.3970000148,0.4065000117,0.3899999857,0.4054999948,0.3713234663,604856000,yahoo_finance_backfill,0.02012575178,0.04069057019,0.4235624999,,0.03134264234
2010-02-08,NVDA,0.4042499959,0.4144999981,0.3967500031,0.4047499895,0.3706366122,445160000,yahoo_finance_backfill,-0.001849581528,0.04385421979,0.4206124991,,0.03129968737
2010-02-09,NVDA,0.4112499952,0.4132499993,0.3975000083,0.4014999866,0.3676606417,930144000,yahoo_finance_backfill,-0.008029655304,0.03922787429,0.4178249985,,0.03125078297
2010-02-10,NVDA,0.4040000141,0.4129999876,0.4012500048,0.4092499912,0.3747574091,535828000,yahoo_finance_backfill,0.01930262729,0.0287110154,0.4161999986,,0.03101614464
2010-02-11,NVDA,0.4157499969,0.4325000048,0.4127500057,0.4280000031,0.3919272423,695980000,yahoo_finance_backfill,0.04581554625,0.04614485738,0.4152124986,,0.03273272494
2010-02-12,NVDA,0.4250000119,0.4424999952,0.4202499986,0.4337500036,0.3971924782,780212000,yahoo_finance_backfill,0.01343458051,0.05129682171,0.4148624986,,0.03272903085
2010-02-16,NVDA,0.4395000041,0.4435000122,0.4342499971,0.44174999,0.4045182467,457024000,yahoo_finance_backfill,0.01844377253,0.02093948004,0.4155624986,,0.03222949788
2010-02-17,NVDA,0.4472500086,0.4474999905,0.43325001,0.4460000098,0.4084100425,876560000,yahoo_finance_backfill,0.009620871299,0.03195062822,0.4160749987,,0.03204677641
2010-02-18,NVDA,0.4214999974,0.4237500131,0.4052500129,0.4167500138,0.3816252649,1515508000,yahoo_finance_backfill,-0.06558294923,0.04439112079,0.4152125001,,0.03540104329
2010-02-19,NVDA,0.4149999917,0.4194999933,0.412499994,0.4144999981,0.3795649707,510548000,yahoo_finance_backfill,-0.00539895771,0.01688781504,0.4146249995,,0.03520583794
2010-02-22,NVDA,0.4162499905,0.4225000143,0.412499994,0.4152500033,0.3802517354,458084000,yahoo_finance_backfill,0.00180942148,0.02408192708,0.4148124993,,0.03429579494
2010-02-23,NVDA,0.4165000021,0.4182499945,0.4009999931,0.4052500129,0.3710945845,489764000,yahoo_finance_backfill,-0.02408185508,0.04256631919,0.4141499996,,0.03451721248
2010-02-24,NVDA,0.4087499976,0.417750001,0.4074999988,0.4137499928,0.378878057,445868000,yahoo_finance_backfill,0.0209746567,0.02477341965,0.4145749986,,0.03406329634
2010-02-25,NVDA,0.4042499959,0.4110000134,0.3939999938,0.4099999964,0.3754442632,576972000,yahoo_finance_backfill,-0.009063435566,0.0414634628,0.4142624989,,0.03359269479
2010-02-26,NVDA,0.4079999924,0.4110000134,0.4025000036,0.4050000012,0.3708656728,393396000,yahoo_finance_backfill,-0.01219511035,0.02098767846,0.4143999994,,0.03280309751
2010-03-01,NVDA,0.4052500129,0.4232499897,0.40200001,0.4212499857,0.3857459724,555868000,yahoo_finance_backfill,0.0401234184,0.05044505738,0.4162249982,,0.03217521941
2010-03-02,NVDA,0.4250000119,0.430249989,0.4180000126,0.4210000038,0.3855171204,538648000,yahoo_finance_backfill,-0.0005934288629,0.02909733085,0.4165624991,,0.0274060245
2010-03-03,NVDA,0.4235000014,0.4257499874,0.4122500122,0.4157499969,0.3807095885,399300000,yahoo_finance_backfill,-0.01247032507,0.03247137775,0.4164249986,,0.02748048927
